cod_dane_depto;cod_dane_muni;departamento;municipio;a–o;mes;organizaci—n;Tipo de desminado;Nœmero de metros cuadrados de çrea despejada;Nœmero de MAP destruidos;Nœmero de MUSE destruidas;Nœmero de AEI destruidas;Nœmero Total artefactos destruidos;Nœmero de Estudios No TŽcnicos realizados;Nœmero de Estudio TŽcnicos realizados;Nœmero de Operaciones de Despeje realizadas;Nœmero de ‡reas peligrosas;Nœmero de ‡reas peligrosas confirmadas
05;05649;ANTIOQUIA;SAN CARLOS;2015;Sep;BRDEH;Comunidades;0;0;0;0;0;1;0;0;0;0
73;73001;TOLIMA;IBAGUƒ;2019;Feb;BRDEH;Comunidades;0;0;0;0;0;29;0;0;0;0
05;05313;ANTIOQUIA;GRANADA;2014;Oct;BRDEH;Comunidades;0;0;0;0;0;0;0;0;0;7
13;13894;BOLIVAR;ZAMBRANO;2010;Dic;BRDEH;Comunidades;7405;0;0;0;0;0;1;1;0;0
25;25649;CUNDINAMARCA;SAN BERNARDO;2018;Jul;BRDEH;Comunidades;0;0;0;0;0;2;0;0;0;0
50;50683;META;SAN JUAN DE ARAMA;2019;Mar;AYUDA POPULAR NORUEGA;Comunidades;0;0;0;0;0;0;0;0;0;0
17;17662;CALDAS;SAMANç;2014;Dic;BRDEH;Comunidades;10473;15;3;0;18;1;1;3;0;0
50;50568;META;PUERTO GAITçN;2018;Sep;BRDEH;Comunidades;0;0;0;0;0;6;0;0;0;0
52;52079;NARI„O;BARBACOAS;2010;Ago;BRDEH;Comunidades;4000;0;0;0;0;0;1;0;0;0
05;05148;ANTIOQUIA;CARMEN DE VIBORAL;2015;Dic;THE HALO TRUST;Comunidades;0;0;0;0;0;0;0;0;0;1
05;05649;ANTIOQUIA;SAN CARLOS;2011;Mar;BRDEH;Comunidades;0;0;0;0;0;0;0;0;1;1
05;05313;ANTIOQUIA;GRANADA;2011;Mar;BRDEH;Comunidades;710;0;0;0;0;0;1;0;0;0
68;68235;SANTANDER;EL CARMEN;2011;Dic;BRDEH;Comunidades;1995;3;0;0;3;0;1;1;0;0
50;50683;META;SAN JUAN DE ARAMA;2019;May;THE HALO TRUST;Comunidades;0;0;0;0;0;0;0;0;0;1
05;05107;ANTIOQUIA;BRICE„O;2017;Sep;BRDEH;Comunidades;0;0;0;0;0;0;0;0;1;1
05;05055;ANTIOQUIA;ARGELIA;2017;Feb;THE HALO TRUST;Comunidades;0;1;1;2;4;3;0;0;0;0
41;41020;HUILA;ALGECIRAS;2018;Ene;CAMPA–A COLOMBIANA CONTRA MINAS;Comunidades;0;0;0;0;0;2;0;0;0;0
05;05313;ANTIOQUIA;GRANADA;2013;Abr;BRDEH;Comunidades;0;0;0;0;0;0;0;0;0;2
50;50330;META;MESETAS;2016;Nov;THE HALO TRUST;Comunidades;0;0;0;0;0;1;0;0;0;0
50;50683;META;SAN JUAN DE ARAMA;2016;Feb;THE HALO TRUST;Comunidades;0;0;0;0;0;8;0;0;0;0
05;05361;ANTIOQUIA;ITUANGO;2017;Sep;BRDEH;Comunidades;0;0;0;0;0;0;0;0;0;1
41;41078;HUILA;BARAYA;2017;Nov;BRDEH;Comunidades;0;0;0;0;0;0;0;0;3;0
73;73236;TOLIMA;DOLORES;2018;Nov;BRDEH;Comunidades;0;0;0;0;0;1;0;0;0;0
73;73675;TOLIMA;SAN ANTONIO;2017;Oct;BRDEH;Comunidades;0;0;0;0;0;7;0;0;0;0
50;50568;META;PUERTO GAITçN;2018;Ago;BRDEH;Comunidades;0;0;0;0;0;1;0;0;0;0
25;25394;CUNDINAMARCA;LA PALMA;2018;Sep;BRDEH;Comunidades;0;0;0;0;0;7;0;0;0;0
73;73067;TOLIMA;ATACO;2016;Dic;THE HALO TRUST;Comunidades;0;0;0;0;0;1;0;0;0;0
25;25524;CUNDINAMARCA;PANDI;2018;Abr;BRDEH;Comunidades;0;0;0;0;0;1;0;0;0;0
50;50400;META;LEJANêAS;2019;May;THE HALO TRUST;Comunidades;18249;13;0;0;13;1;0;2;0;0
05;05313;ANTIOQUIA;GRANADA;2015;Jun;BRDEH;Comunidades;7513;0;0;0;0;0;1;0;0;0
13;13894;BOLIVAR;ZAMBRANO;2011;Abr;BRDEH;Comunidades;1102;0;0;0;0;0;0;1;0;0
76;76233;VALLE DEL CAUCA;DAGUA;2009;Jul;BRDEH;Bases Militares;0;0;0;0;0;0;0;0;1;0
17;17662;CALDAS;SAMANç;2010;May;BRDEH;Comunidades;0;0;0;0;0;0;0;0;3;0
18;18460;CAQUETA;MILçN;2018;Nov;AYUDA POPULAR NORUEGA;Comunidades;0;0;0;0;0;4;0;0;0;0
05;05670;ANTIOQUIA;SAN ROQUE;2018;May;BRDEH;Comunidades;0;0;0;0;0;2;0;0;0;0
25;25120;CUNDINAMARCA;CABRERA;2019;Ago;BRDEH;Comunidades;0;0;0;0;0;1;0;0;0;0
05;05649;ANTIOQUIA;SAN CARLOS;2011;Dic;BRDEH;Comunidades;0;0;0;0;0;0;0;0;0;1
05;05756;ANTIOQUIA;SONSîN;2018;Jul;THE HALO TRUST;Comunidades;3578;1;0;0;1;0;0;1;0;0
68;68689;SANTANDER;SAN VICENTE DE CHUCURê;2013;Nov;BRDEH;Comunidades;6272;2;0;0;2;1;0;1;0;0
86;86569;PUTUMAYO;PUERTO CAICEDO;2019;Mar;CAMPA–A COLOMBIANA CONTRA MINAS;Comunidades;0;0;0;0;0;0;0;0;0;1
41;41078;HUILA;BARAYA;2018;Mar;BRDEH;Comunidades;2850;0;0;0;0;0;1;0;0;0
15;15244;BOYACA;EL COCUY;2019;Jun;BRDEH;Comunidades;0;0;0;0;0;2;0;0;0;0
27;27001;CHOCO;QUIBDî;2019;Mar;BRDEH;Comunidades;0;0;0;0;0;1;0;0;0;0
50;50711;META;VISTAHERMOSA;2018;Nov;CAMPA–A COLOMBIANA CONTRA MINAS;Comunidades;1825;0;1;0;1;0;0;1;0;0
05;05107;ANTIOQUIA;BRICE„O;2016;Ago;BRDEH;Comunidades;396;4;0;0;4;0;0;2;0;0
73;73168;TOLIMA;CHAPARRAL;2017;Jun;BRDEH;Comunidades;10264;0;2;0;2;17;2;1;0;0
05;05660;ANTIOQUIA;SAN LUIS;2016;Nov;BRDEH;Comunidades;0;0;0;0;0;15;0;0;0;0
68;68235;SANTANDER;EL CARMEN;2015;Feb;BRDEH;Comunidades;0;0;0;0;0;0;0;0;3;0
05;05756;ANTIOQUIA;SONSîN;2015;Feb;THE HALO TRUST;Comunidades;0;0;0;0;0;2;0;0;0;0
41;41020;HUILA;ALGECIRAS;2019;Feb;CAMPA–A COLOMBIANA CONTRA MINAS;Comunidades;0;0;0;0;0;2;0;0;0;0
05;05313;ANTIOQUIA;GRANADA;2012;Feb;BRDEH;Comunidades;0;0;0;0;0;3;0;0;0;0
05;05055;ANTIOQUIA;ARGELIA;2018;Jul;THE HALO TRUST;Comunidades;0;0;0;0;0;0;0;0;0;1
05;05313;ANTIOQUIA;GRANADA;2015;May;BRDEH;Comunidades;9373;6;0;0;6;2;2;1;0;0
05;05148;ANTIOQUIA;CARMEN DE VIBORAL;2018;Ene;THE HALO TRUST;Comunidades;0;0;0;0;0;1;0;0;0;0
13;13244;BOLIVAR;EL CARMEN DE BOLêVAR;2013;Mar;BRDEH;Comunidades;0;0;0;0;0;1;0;0;0;0
19;19212;CAUCA;CORINTO;2018;Mar;HANDICAP INTERNATIONAL;Comunidades;0;0;0;0;0;2;0;0;0;0
41;41020;HUILA;ALGECIRAS;2019;Jul;CAMPA–A COLOMBIANA CONTRA MINAS;Comunidades;0;0;0;0;0;1;0;0;0;0
50;50400;META;LEJANêAS;2018;Nov;THE HALO TRUST;Comunidades;0;0;0;0;0;4;0;0;0;0
73;73616;TOLIMA;RIOBLANCO;2018;Ene;BRDEH;Comunidades;8624;0;0;0;0;0;1;0;0;0
76;76563;VALLE DEL CAUCA;PRADERA;2018;Ene;BRDEH;Comunidades;0;0;0;0;0;0;0;0;0;2
50;50711;META;VISTAHERMOSA;2018;Ene;THE HALO TRUST;Comunidades;0;0;0;0;0;0;0;0;0;1
68;68655;SANTANDER;SABANA DE TORRES;2016;Nov;BRDEH;Comunidades;4040;0;0;0;0;11;2;0;0;0
76;76275;VALLE DEL CAUCA;FLORIDA;2017;Dic;BRDEH;Comunidades;0;0;0;0;0;0;0;0;0;2
13;13244;BOLIVAR;EL CARMEN DE BOLêVAR;2018;Ago;ARMADA NACIONAL;Comunidades;0;0;2;0;2;2;0;0;0;0
52;52683;NARI„O;SANDONç;2019;Mar;BRDEH;Comunidades;0;0;0;0;0;1;0;0;0;0
13;13244;BOLIVAR;EL CARMEN DE BOLêVAR;2016;Mar;ARMADA NACIONAL;Comunidades;0;1;0;0;1;1;0;0;0;0
05;05361;ANTIOQUIA;ITUANGO;2017;Ago;BRDEH;Comunidades;0;0;0;0;0;0;0;0;0;2
05;05660;ANTIOQUIA;SAN LUIS;2016;Ago;BRDEH;Comunidades;0;0;0;0;0;0;0;0;1;0
50;50400;META;LEJANêAS;2018;Oct;THE HALO TRUST;Comunidades;4652;6;0;0;6;2;0;1;0;0
73;73555;TOLIMA;PLANADAS;2018;Oct;BRDEH;Comunidades;3198;3;0;0;3;1;1;0;0;0
68;68689;SANTANDER;SAN VICENTE DE CHUCURê;2013;Sep;BRDEH;Comunidades;0;0;0;0;0;0;0;0;0;1
18;18256;CAQUETA;EL PAUJIL;2018;Sep;BRDEH;Comunidades;0;0;0;0;0;8;0;0;0;0
73;73555;TOLIMA;PLANADAS;2017;Jul;THE HALO TRUST;Comunidades;1294;0;0;0;0;0;0;1;0;0
52;52678;NARI„O;SAMANIEGO;2008;Dic;BRDEH;Comunidades;0;0;0;0;0;0;0;0;1;0
18;18753;CAQUETA;SAN VICENTE DEL CAGUçN;2018;Nov;HANDICAP INTERNATIONAL;Comunidades;0;0;0;0;0;0;0;0;0;1
70;70508;SUCRE;OVEJAS;2019;Ago;ARMADA NACIONAL;Comunidades;0;1;0;0;1;3;0;0;0;0
05;05148;ANTIOQUIA;CARMEN DE VIBORAL;2015;Feb;THE HALO TRUST;Comunidades;0;0;0;0;0;0;0;0;0;2
17;17662;CALDAS;SAMANç;2014;Feb;BRDEH;Comunidades;0;0;0;0;0;0;0;0;3;0
05;05055;ANTIOQUIA;ARGELIA;2019;May;THE HALO TRUST;Comunidades;12768;19;0;0;19;1;0;1;0;0
05;05649;ANTIOQUIA;SAN CARLOS;2018;May;BRDEH;Comunidades;1513;1;0;0;1;0;0;1;0;0
13;13657;BOLIVAR;SAN JUAN NEPOMUCENO;2016;Nov;ARMADA NACIONAL;Comunidades;0;0;3;0;3;2;0;0;0;0
41;41306;HUILA;GIGANTE;2018;Jun;BRDEH;Comunidades;0;0;0;0;0;2;0;0;0;0
13;13894;BOLIVAR;ZAMBRANO;2011;Jun;BRDEH;Comunidades;0;0;0;0;0;0;0;0;1;0
05;05690;ANTIOQUIA;SANTO DOMINGO;2018;Mar;BRDEH;Comunidades;0;0;0;0;0;3;0;0;0;0
19;19142;CAUCA;CALOTO;2018;Oct;HANDICAP INTERNATIONAL;Comunidades;0;0;0;0;0;1;0;0;0;0
68;68689;SANTANDER;SAN VICENTE DE CHUCURê;2012;Jul;BRDEH;Comunidades;0;0;0;0;0;0;0;0;0;1
18;18753;CAQUETA;SAN VICENTE DEL CAGUçN;2018;Oct;HANDICAP INTERNATIONAL;Comunidades;443;1;0;0;1;0;0;1;0;0
50;50590;META;PUERTO RICO;2019;Feb;THE HALO TRUST;Comunidades;0;0;2;0;2;2;0;0;0;0
05;05107;ANTIOQUIA;BRICE„O;2017;Jun;AYUDA POPULAR NORUEGA;Comunidades;0;0;0;0;0;0;0;0;1;0
73;73675;TOLIMA;SAN ANTONIO;2018;Mar;BRDEH;Comunidades;0;0;0;0;0;0;0;0;1;0
25;25823;CUNDINAMARCA;TOPAIPê;2018;Sep;BRDEH;Comunidades;0;0;0;0;0;10;0;0;0;0
05;05483;ANTIOQUIA;NARI„O;2014;Mar;THE HALO TRUST;Comunidades;0;0;0;0;0;0;0;0;0;2
18;18592;CAQUETA;PUERTO RICO;2019;May;BRDEH;Comunidades;0;0;0;0;0;1;0;0;0;0
05;05313;ANTIOQUIA;GRANADA;2013;Oct;BRDEH;Comunidades;20295;11;0;0;11;10;2;2;0;0
25;25394;CUNDINAMARCA;LA PALMA;2018;Ago;BRDEH;Comunidades;0;0;0;0;0;1;0;0;0;0
05;05313;ANTIOQUIA;GRANADA;2014;Ago;BRDEH;Comunidades;0;0;0;0;0;0;0;0;1;3
50;50711;META;VISTAHERMOSA;2011;Feb;BRDEH;Comunidades;0;0;0;0;0;1;0;0;0;0
05;05197;ANTIOQUIA;COCORNç;2015;Nov;BRDEH;Comunidades;0;0;0;0;0;0;0;0;1;0
05;05647;ANTIOQUIA;SAN ANDRƒS;2017;Dic;BRDEH;Comunidades;0;0;0;0;0;1;0;0;0;0
50;50711;META;VISTAHERMOSA;2017;Mar;AYUDA POPULAR NORUEGA;Comunidades;0;0;3;2;5;1;0;0;0;0
05;05756;ANTIOQUIA;SONSîN;2015;Oct;THE HALO TRUST;Comunidades;9344;6;0;0;6;2;1;3;0;0
17;17541;CALDAS;PENSILVANIA;2018;Sep;BRDEH;Comunidades;0;0;0;0;0;2;0;0;0;0
68;68235;SANTANDER;EL CARMEN;2015;Jul;BRDEH;Comunidades;4285;0;0;0;0;0;2;0;0;0
68;68444;SANTANDER;MATANZA;2018;May;BRDEH;Comunidades;0;0;0;0;0;8;0;0;0;0
05;05652;ANTIOQUIA;SAN FRANCISCO;2013;Nov;BRDEH;Comunidades;6788;4;0;0;4;6;2;2;0;0
05;05667;ANTIOQUIA;SAN RAFAEL;2017;Mar;THE HALO TRUST;Comunidades;15416;17;0;0;17;0;0;2;0;0
18;18610;CAQUETA;SAN JOSƒ DEL FRAGUA;2018;Mar;BRDEH;Comunidades;0;0;0;0;0;0;0;0;1;0
73;73067;TOLIMA;ATACO;2017;May;THE HALO TRUST;Comunidades;0;0;0;0;0;25;0;0;0;0
05;05313;ANTIOQUIA;GRANADA;2014;May;BRDEH;Comunidades;0;0;0;0;0;0;0;0;2;0
76;76520;VALLE DEL CAUCA;PALMIRA;2019;Abr;BRDEH;Comunidades;5006;2;0;0;2;0;0;1;0;0
50;50330;META;MESETAS;2016;Dic;THE HALO TRUST;Comunidades;0;0;0;0;0;0;0;0;0;2
73;73555;TOLIMA;PLANADAS;2017;Jun;THE HALO TRUST;Comunidades;0;0;0;0;0;0;0;0;0;1
50;50711;META;VISTAHERMOSA;2018;Nov;THE HALO TRUST;Comunidades;0;2;0;2;4;1;0;0;0;0
73;73555;TOLIMA;PLANADAS;2018;May;THE HALO TRUST;Comunidades;0;0;0;4;4;3;0;0;0;0
18;18247;CAQUETA;EL DONCELLO;2019;Feb;BRDEH;Comunidades;0;0;0;0;0;0;0;0;4;0
68;68655;SANTANDER;SABANA DE TORRES;2017;May;BRDEH;Comunidades;0;0;0;0;0;1;0;0;0;0
05;05313;ANTIOQUIA;GRANADA;2016;Nov;BRDEH;Comunidades;0;0;0;0;0;0;0;0;1;0
50;50318;META;GUAMAL;2017;Jul;BRDEH;Comunidades;0;0;0;0;0;1;0;0;0;0
05;05670;ANTIOQUIA;SAN ROQUE;2018;Jun;BRDEH;Comunidades;0;0;0;0;0;0;0;0;1;1
25;25862;CUNDINAMARCA;VERGARA;2018;May;BRDEH;Comunidades;0;0;0;0;0;1;0;0;0;0
05;05313;ANTIOQUIA;GRANADA;2012;Nov;BRDEH;Comunidades;1495;6;1;0;7;2;1;1;0;0
19;19142;CAUCA;CALOTO;2017;Nov;HANDICAP INTERNATIONAL;Comunidades;0;0;5;1;6;2;0;0;0;0
76;76126;VALLE DEL CAUCA;CALIMA;2019;Abr;BRDEH;Comunidades;0;0;0;0;0;2;0;0;0;0
13;13894;BOLIVAR;ZAMBRANO;2014;Mar;BRDEH;Comunidades;469;0;0;0;0;0;0;1;0;0
73;73124;TOLIMA;CAJAMARCA;2019;Abr;BRDEH;Comunidades;0;0;0;0;0;5;0;0;0;0
50;50270;META;EL DORADO;2010;Jun;BRDEH;Comunidades;0;0;0;0;0;0;0;0;0;1
19;19743;CAUCA;SILVIA;2019;Jul;BRDEH;Comunidades;0;0;1;0;1;10;0;0;0;0
05;05756;ANTIOQUIA;SONSîN;2015;Ago;THE HALO TRUST;Comunidades;6725;3;0;0;3;13;2;2;0;0
13;13244;BOLIVAR;EL CARMEN DE BOLêVAR;2016;Dic;ARMADA NACIONAL;Comunidades;3765;0;0;0;0;0;0;1;0;0
86;86757;PUTUMAYO;SAN MIGUEL;2018;Oct;CAMPA–A COLOMBIANA CONTRA MINAS;Comunidades;0;0;0;0;0;1;0;0;0;0
19;19142;CAUCA;CALOTO;2018;Nov;THE HALO TRUST;Comunidades;0;0;0;0;0;0;0;0;0;2
52;52356;NARI„O;IPIALES;2018;Jun;THE HALO TRUST;Comunidades;0;0;0;0;0;0;0;0;0;1
05;05197;ANTIOQUIA;COCORNç;2015;Oct;BRDEH;Comunidades;1994;4;1;0;5;2;2;0;0;0
66;66687;RISARALDA;SANTUARIO;2018;Ago;BRDEH;Comunidades;0;0;0;0;0;10;0;0;0;0
05;05756;ANTIOQUIA;SONSîN;2014;Jun;THE HALO TRUST;Comunidades;0;0;0;0;0;0;0;0;0;4
18;18001;CAQUETA;FLORENCIA;2018;Feb;BRDEH;Comunidades;968;0;0;0;0;0;1;0;0;0
68;68235;SANTANDER;EL CARMEN;2015;Nov;BRDEH;Comunidades;0;0;0;0;0;0;0;0;0;1
50;50330;META;MESETAS;2017;Mar;THE HALO TRUST;Comunidades;0;0;0;0;0;1;0;0;0;0
73;73624;TOLIMA;ROVIRA;2018;Oct;BRDEH;Comunidades;0;0;0;0;0;29;0;0;0;0
73;73555;TOLIMA;PLANADAS;2019;Mar;THE HALO TRUST;Comunidades;4482;0;6;0;6;13;0;1;0;0
05;05197;ANTIOQUIA;COCORNç;2014;Nov;BRDEH;Comunidades;0;0;0;0;0;1;0;0;0;0
17;17662;CALDAS;SAMANç;2012;Oct;BRDEH;Comunidades;994;0;0;0;0;8;2;0;0;0
68;68235;SANTANDER;EL CARMEN;2016;Abr;BRDEH;Comunidades;1156;0;0;0;0;0;0;1;0;0
05;05660;ANTIOQUIA;SAN LUIS;2017;Sep;BRDEH;Comunidades;2400;0;0;0;0;3;0;1;0;0
68;68235;SANTANDER;EL CARMEN;2017;Jul;BRDEH;Comunidades;703;0;1;0;1;9;1;0;0;0
85;85225;CASANARE;NUNCHêA;2019;May;BRDEH;Comunidades;0;0;0;0;0;6;0;0;0;0
05;05313;ANTIOQUIA;GRANADA;2011;Jun;BRDEH;Comunidades;0;0;0;0;0;0;0;0;4;2
05;05756;ANTIOQUIA;SONSîN;2017;Oct;THE HALO TRUST;Comunidades;2873;0;0;0;0;0;0;1;0;0
73;73616;TOLIMA;RIOBLANCO;2018;Ene;THE HALO TRUST;Comunidades;1075;0;0;0;0;0;0;1;0;0
05;05313;ANTIOQUIA;GRANADA;2010;Nov;BRDEH;Comunidades;6037;2;0;0;2;0;1;1;0;0
05;05197;ANTIOQUIA;COCORNç;2015;Ago;BRDEH;Comunidades;0;0;0;0;0;0;0;0;1;1
68;68235;SANTANDER;EL CARMEN;2017;Sep;BRDEH;Comunidades;0;0;0;0;0;0;0;0;1;0
18;18001;CAQUETA;FLORENCIA;2019;Jun;BRDEH;Comunidades;4709;2;0;0;2;2;0;1;0;0
17;17662;CALDAS;SAMANç;2012;Jun;BRDEH;Comunidades;0;0;0;0;0;0;0;0;2;0
05;05628;ANTIOQUIA;SABANALARGA;2017;Sep;BRDEH;Comunidades;0;0;0;0;0;1;0;0;0;0
17;17662;CALDAS;SAMANç;2016;Nov;BRDEH;Comunidades;0;0;0;0;0;0;0;0;1;0
05;05197;ANTIOQUIA;COCORNç;2016;Abr;BRDEH;Comunidades;0;0;0;0;0;1;0;0;0;0
76;76275;VALLE DEL CAUCA;FLORIDA;2018;Jul;BRDEH;Comunidades;0;0;0;0;0;0;0;0;0;1
18;18610;CAQUETA;SAN JOSƒ DEL FRAGUA;2017;Sep;BRDEH;Comunidades;0;0;0;0;0;6;0;0;0;0
13;13657;BOLIVAR;SAN JUAN NEPOMUCENO;2016;Sep;ARMADA NACIONAL;Comunidades;0;0;0;0;0;6;0;0;0;0
86;86568;PUTUMAYO;PUERTO ASêS;2018;Nov;CAMPA–A COLOMBIANA CONTRA MINAS;Comunidades;599;0;0;0;0;0;0;1;0;0
25;25845;CUNDINAMARCA;UNE;2019;Mar;BRDEH;Comunidades;0;0;0;0;0;4;0;0;0;0
05;05142;ANTIOQUIA;CARACOLê;2018;Oct;BRDEH;Comunidades;0;0;0;0;0;0;0;0;1;0
05;05674;ANTIOQUIA;SAN VICENTE;2018;Jun;BRDEH;Comunidades;1856;0;0;0;0;1;1;0;0;0
86;86865;PUTUMAYO;VALLE DEL GUAMUEZ;2017;Oct;BRDEH;Comunidades;0;0;0;0;0;3;0;0;0;0
68;68235;SANTANDER;EL CARMEN;2016;Dic;BRDEH;Comunidades;1317;2;0;0;2;0;0;1;0;0
68;68655;SANTANDER;SABANA DE TORRES;2014;Oct;BRDEH;Comunidades;0;0;0;0;0;0;0;0;1;0
17;17662;CALDAS;SAMANç;2016;Sep;BRDEH;Comunidades;9863;0;0;0;0;2;2;0;0;0
50;50270;META;EL DORADO;2010;Mar;BRDEH;Comunidades;0;0;0;0;0;0;0;0;4;0
17;17662;CALDAS;SAMANç;2018;Nov;BRDEH;Comunidades;4019;2;0;0;2;0;0;1;0;0
68;68235;SANTANDER;EL CARMEN;2015;Feb;BRDEH;Comunidades;0;1;0;0;1;4;0;0;0;0
54;54518;NORTE DE SANTANDER;PAMPLONA;2008;Sep;BRDEH;Bases Militares;10967,2;67;2;0;69;0;0;1;0;0
68;68655;SANTANDER;SABANA DE TORRES;2017;Feb;BRDEH;Comunidades;0;0;0;0;0;0;0;0;1;0
05;05756;ANTIOQUIA;SONSîN;2015;Mar;THE HALO TRUST;Comunidades;806;0;0;0;0;1;0;1;0;0
25;25394;CUNDINAMARCA;LA PALMA;2018;Nov;BRDEH;Comunidades;0;0;0;0;0;1;0;0;0;0
17;17541;CALDAS;PENSILVANIA;2018;Feb;BRDEH;Comunidades;0;0;0;0;0;0;0;0;0;1
05;05756;ANTIOQUIA;SONSîN;2018;Sep;THE HALO TRUST;Comunidades;0;0;1;0;1;2;0;0;0;0
50;50711;META;VISTAHERMOSA;2018;Abr;CAMPA–A COLOMBIANA CONTRA MINAS;Comunidades;4003;0;5;2;7;2;0;1;0;0
05;05148;ANTIOQUIA;CARMEN DE VIBORAL;2018;Abr;THE HALO TRUST;Comunidades;0;0;0;0;0;2;0;0;0;0
50;50251;META;EL CASTILLO;2018;Oct;AYUDA POPULAR NORUEGA;Comunidades;0;0;0;0;0;2;0;0;0;0
50;50711;META;VISTAHERMOSA;2010;Mar;BRDEH;Comunidades;904;0;0;0;0;0;1;0;0;0
68;68235;SANTANDER;EL CARMEN;2012;Ago;BRDEH;Comunidades;2110;2;0;0;2;0;1;1;0;0
73;73873;TOLIMA;VILLARRICA;2017;Sep;BRDEH;Comunidades;0;0;2;0;2;9;0;0;0;0
94;94001;GUAINIA;INIRIDA;2018;Feb;BRDEH;Comunidades;0;0;0;0;0;2;0;0;0;0
05;05756;ANTIOQUIA;SONSîN;2015;Ago;THE HALO TRUST;Comunidades;0;0;0;0;0;0;0;0;0;2
50;50711;META;VISTAHERMOSA;2018;Jun;HANDICAP INTERNATIONAL;Comunidades;0;0;0;0;0;0;0;0;1;1
05;05313;ANTIOQUIA;GRANADA;2016;Dic;BRDEH;Comunidades;3104;0;0;0;0;1;0;1;0;0
17;17662;CALDAS;SAMANç;2019;May;BRDEH;Comunidades;7390;0;0;0;0;0;1;1;0;0
17;17662;CALDAS;SAMANç;2017;Abr;BRDEH;Comunidades;30492;2;0;0;2;8;3;0;0;0
05;05206;ANTIOQUIA;CONCEPCIîN;2017;Sep;BRDEH;Comunidades;0;0;0;0;0;0;0;0;1;1
18;18001;CAQUETA;FLORENCIA;2017;Ago;BRDEH;Comunidades;4101;0;0;0;0;1;1;0;0;0
19;19256;CAUCA;EL TAMBO;2009;Jul;BRDEH;Bases Militares;0;0;0;0;0;0;0;0;1;0
13;13244;BOLIVAR;EL CARMEN DE BOLêVAR;2013;Sep;BRDEH;Comunidades;0;0;0;0;0;0;0;0;2;0
68;68547;SANTANDER;PIEDECUESTA;2018;Oct;BRDEH;Comunidades;0;0;2;0;2;5;0;0;0;0
50;50270;META;EL DORADO;2011;Jul;BRDEH;Comunidades;6929;0;0;0;0;0;1;0;0;0
17;17662;CALDAS;SAMANç;2017;Jul;BRDEH;Comunidades;0;0;0;0;0;0;0;0;0;1
20;20770;CESAR;SAN MARTêN;2019;Jun;BRDEH;Comunidades;0;0;0;0;0;2;0;0;0;0
70;70678;SUCRE;SAN BENITO ABAD;2019;Mar;BRDEH;Comunidades;0;0;0;0;0;2;0;0;0;0
86;86757;PUTUMAYO;SAN MIGUEL;2018;Jul;THE HALO TRUST;Comunidades;0;0;0;0;0;4;0;0;0;0
73;73001;TOLIMA;IBAGUƒ;2019;Sep;BRDEH;Comunidades;0;0;0;0;0;9;0;0;0;0
76;76563;VALLE DEL CAUCA;PRADERA;2018;Sep;BRDEH;Comunidades;8292;0;0;0;0;0;0;1;0;0
41;41078;HUILA;BARAYA;2018;Mar;BRDEH;Comunidades;0;0;0;0;0;0;0;0;1;0
73;73624;TOLIMA;ROVIRA;2018;Nov;BRDEH;Comunidades;0;0;0;0;0;1;0;0;0;0
05;05142;ANTIOQUIA;CARACOLê;2018;Sep;BRDEH;Comunidades;0;0;0;0;0;0;0;0;1;0
13;13244;BOLIVAR;EL CARMEN DE BOLêVAR;2014;May;BRDEH;Comunidades;0;0;0;0;0;0;0;0;4;1
05;05667;ANTIOQUIA;SAN RAFAEL;2018;Oct;THE HALO TRUST;Comunidades;9262;9;0;0;9;0;0;4;0;0
05;05652;ANTIOQUIA;SAN FRANCISCO;2011;Feb;BRDEH;Comunidades;2258;0;0;0;0;0;1;0;0;0
50;50270;META;EL DORADO;2010;Oct;BRDEH;Comunidades;0;0;0;0;0;0;0;0;3;0
86;86865;PUTUMAYO;VALLE DEL GUAMUEZ;2019;Mar;BRDEH;Comunidades;9301;3;0;0;3;0;0;1;0;0
05;05148;ANTIOQUIA;CARMEN DE VIBORAL;2015;May;THE HALO TRUST;Comunidades;4366;6;0;0;6;0;0;1;0;0
18;18094;CAQUETA;BELƒN DE LOS ANDAQUêES;2019;Ene;BRDEH;Comunidades;0;0;0;0;0;0;0;0;0;1
76;76563;VALLE DEL CAUCA;PRADERA;2018;Ago;BRDEH;Comunidades;0;0;0;0;0;0;0;0;2;0
05;05667;ANTIOQUIA;SAN RAFAEL;2015;Sep;THE HALO TRUST;Comunidades;0;0;0;0;0;2;0;0;0;0
18;18001;CAQUETA;FLORENCIA;2018;Jun;BRDEH;Comunidades;0;0;0;0;0;0;0;0;1;0
18;18410;CAQUETA;MONTA„ITA;2018;Jul;BRDEH;Comunidades;13160;1;0;0;1;0;3;1;0;0
05;05647;ANTIOQUIA;SAN ANDRƒS;2018;Abr;BRDEH;Comunidades;0;0;0;0;0;0;0;0;2;0
68;68444;SANTANDER;MATANZA;2019;Abr;BRDEH;Comunidades;11421;2;0;0;2;0;1;1;0;0
18;18592;CAQUETA;PUERTO RICO;2018;Abr;BRDEH;Comunidades;14885;0;0;0;0;2;1;0;0;0
05;05197;ANTIOQUIA;COCORNç;2014;Ago;BRDEH;Comunidades;0;0;0;0;0;1;0;0;0;0
