cod_dane_depto;cod_dane_muni;departamento;municipio;a–o;mes;organizaci—n;Tipo de desminado;Nœmero de metros cuadrados de çrea despejada;Nœmero de MAP destruidos;Nœmero de MUSE destruidas;Nœmero de AEI destruidas;Nœmero Total artefactos destruidos;Nœmero de Estudios No TŽcnicos realizados;Nœmero de Estudio TŽcnicos realizados;Nœmero de Operaciones de Despeje realizadas;Nœmero de ‡reas peligrosas;Nœmero de ‡reas peligrosas confirmadas
05;05660;ANTIOQUIA;SAN LUIS;2016;Jul;BRDEH;Comunidades;0;0;0;0;0;6;0;0;0;0
41;41016;HUILA;AIPE;2019;Jun;BRDEH;Comunidades;0;0;1;0;1;10;0;0;0;0
05;05483;ANTIOQUIA;NARI„O;2014;Jul;THE HALO TRUST;Comunidades;0;0;0;0;0;0;0;0;0;2
50;50683;META;SAN JUAN DE ARAMA;2016;May;THE HALO TRUST;Comunidades;0;0;0;0;0;0;0;0;1;2
05;05628;ANTIOQUIA;SABANALARGA;2017;Dic;BRDEH;Comunidades;3295;0;0;0;0;0;1;0;0;0
05;05002;ANTIOQUIA;ABEJORRAL;2015;Dic;THE HALO TRUST;Comunidades;0;0;0;0;0;0;0;0;0;1
17;17662;CALDAS;SAMANç;2014;Jul;BRDEH;Comunidades;29672;20;0;0;20;0;3;2;0;0
50;50270;META;EL DORADO;2010;Jun;BRDEH;Comunidades;697;1;0;0;1;0;1;0;0;0
76;76563;VALLE DEL CAUCA;PRADERA;2018;Sep;THE HALO TRUST;Comunidades;0;0;0;0;0;0;0;0;0;1
52;52356;NARI„O;IPIALES;2019;Ene;BRDEH;Comunidades;0;0;0;0;0;0;0;0;1;0
73;73168;TOLIMA;CHAPARRAL;2018;Ago;BRDEH;Comunidades;0;0;0;0;0;0;0;0;1;1
13;13244;BOLIVAR;EL CARMEN DE BOLêVAR;2018;Abr;ARMADA NACIONAL;Comunidades;9648;0;1;0;1;0;0;2;0;0
18;18753;CAQUETA;SAN VICENTE DEL CAGUçN;2018;Ago;HANDICAP INTERNATIONAL;Comunidades;0;0;0;0;0;0;0;0;0;3
41;41359;HUILA;ISNOS;2018;Jul;BRDEH;Comunidades;0;0;0;0;0;19;0;0;0;0
68;68081;SANTANDER;BARRANCABERMEJA;2017;Jun;BRDEH;Comunidades;0;0;0;0;0;2;0;0;0;0
70;70204;SUCRE;COLOSî;2016;Ago;ARMADA NACIONAL;Comunidades;0;0;0;0;0;3;0;0;0;0
25;25594;CUNDINAMARCA;QUETAME;2018;Feb;BRDEH;Comunidades;0;0;0;0;0;5;0;0;0;0
52;52356;NARI„O;IPIALES;2017;Dic;BRDEH;Comunidades;0;0;0;0;0;0;0;0;1;0
19;19455;CAUCA;MIRANDA;2018;Nov;THE HALO TRUST;Comunidades;490;0;0;3;3;0;0;1;0;0
25;25871;CUNDINAMARCA;VILLAGîMEZ;2018;Ene;BRDEH;Comunidades;0;0;0;0;0;1;0;0;0;0
52;52356;NARI„O;IPIALES;2019;Jul;BRDEH;Comunidades;30365;0;0;0;0;1;1;2;0;0
76;76275;VALLE DEL CAUCA;FLORIDA;2019;May;BRDEH;Comunidades;907;0;0;0;0;0;0;1;0;0
18;18610;CAQUETA;SAN JOSƒ DEL FRAGUA;2018;Jun;BRDEH;Comunidades;0;0;0;0;0;0;0;0;1;0
73;73616;TOLIMA;RIOBLANCO;2016;Nov;THE HALO TRUST;Comunidades;0;0;0;0;0;0;0;0;0;1
05;05649;ANTIOQUIA;SAN CARLOS;2011;Jun;BRDEH;Comunidades;0;0;0;0;0;0;0;0;2;0
18;18410;CAQUETA;MONTA„ITA;2018;May;BRDEH;Comunidades;0;0;0;0;0;2;0;0;0;0
41;41020;HUILA;ALGECIRAS;2017;Nov;CAMPA–A COLOMBIANA CONTRA MINAS;Comunidades;0;0;0;0;0;0;0;0;0;5
18;18001;CAQUETA;FLORENCIA;2017;Nov;BRDEH;Comunidades;0;0;0;0;0;1;0;0;0;0
25;25488;CUNDINAMARCA;NILO;2018;Sep;BRDEH;Comunidades;0;0;0;0;0;1;0;0;0;0
17;17662;CALDAS;SAMANç;2013;Jul;BRDEH;Comunidades;0;0;0;0;0;0;0;0;1;1
41;41668;HUILA;SAN AGUSTêN;2018;Oct;BRDEH;Comunidades;0;0;0;0;0;36;0;0;0;0
50;50683;META;SAN JUAN DE ARAMA;2016;Abr;THE HALO TRUST;Comunidades;0;0;0;0;0;7;0;0;0;0
05;05667;ANTIOQUIA;SAN RAFAEL;2014;May;THE HALO TRUST;Comunidades;0;0;0;0;0;1;0;0;0;0
73;73616;TOLIMA;RIOBLANCO;2017;Sep;BRDEH;Comunidades;16617;0;0;0;0;5;4;0;0;0
05;05483;ANTIOQUIA;NARI„O;2013;Nov;THE HALO TRUST;Comunidades;0;0;0;0;0;0;0;0;0;2
05;05697;ANTIOQUIA;SANTUARIO;2019;Abr;BRDEH;Comunidades;0;0;0;0;0;12;0;0;0;0
68;68235;SANTANDER;EL CARMEN;2013;Jun;BRDEH;Comunidades;0;0;0;0;0;0;0;0;3;1
68;68444;SANTANDER;MATANZA;2018;Sep;BRDEH;Comunidades;590;1;0;0;1;0;1;0;0;0
05;05001;ANTIOQUIA;MEDELLêN;2017;Mar;BRDEH;Comunidades;0;0;0;0;0;1;0;0;0;0
05;05652;ANTIOQUIA;SAN FRANCISCO;2013;Ene;BRDEH;Comunidades;0;0;0;0;0;1;0;0;0;0
52;52356;NARI„O;IPIALES;2018;Oct;BRDEH;Comunidades;9728;0;0;0;0;0;3;0;0;0
18;18094;CAQUETA;BELƒN DE LOS ANDAQUêES;2018;Feb;BRDEH;Comunidades;0;0;0;0;0;1;0;0;0;0
50;50270;META;EL DORADO;2010;Nov;BRDEH;Comunidades;875;0;0;0;0;0;1;0;0;0
13;13654;BOLIVAR;SAN JACINTO;2019;Ago;ARMADA NACIONAL;Comunidades;0;0;0;0;0;1;0;0;0;0
05;05670;ANTIOQUIA;SAN ROQUE;2018;Sep;BRDEH;Comunidades;0;0;0;0;0;0;0;0;2;0
73;73555;TOLIMA;PLANADAS;2019;Jul;THE HALO TRUST;Comunidades;3522;0;0;4;4;2;0;2;0;0
73;73616;TOLIMA;RIOBLANCO;2017;Feb;BRDEH;Comunidades;0;0;0;0;0;1;0;0;0;0
18;18592;CAQUETA;PUERTO RICO;2018;Jul;BRDEH;Comunidades;0;0;0;0;0;0;0;0;1;3
52;52356;NARI„O;IPIALES;2018;Ene;BRDEH;Comunidades;0;0;0;0;0;3;0;0;0;0
18;18610;CAQUETA;SAN JOSƒ DEL FRAGUA;2019;Ene;DDG;Comunidades;0;0;0;0;0;6;0;0;0;0
19;19142;CAUCA;CALOTO;2018;Dic;HANDICAP INTERNATIONAL;Comunidades;0;0;0;0;0;1;0;0;0;0
17;17662;CALDAS;SAMANç;2018;Jul;BRDEH;Comunidades;0;0;0;1;1;1;0;0;0;0
05;05483;ANTIOQUIA;NARI„O;2016;Feb;THE HALO TRUST;Comunidades;0;0;0;0;0;1;0;0;0;0
05;05670;ANTIOQUIA;SAN ROQUE;2019;May;BRDEH;Comunidades;2750;0;0;0;0;0;2;0;0;0
73;73616;TOLIMA;RIOBLANCO;2018;Ago;THE HALO TRUST;Comunidades;0;0;0;0;0;0;0;0;0;1
17;17662;CALDAS;SAMANç;2012;Ago;BRDEH;Comunidades;0;0;0;0;0;0;0;0;4;2
66;66594;RISARALDA;QUINCHêA;2018;Ago;BRDEH;Comunidades;0;0;0;0;0;2;0;0;0;0
76;76275;VALLE DEL CAUCA;FLORIDA;2018;May;BRDEH;Comunidades;4329;0;0;0;0;1;0;1;0;0
41;41001;HUILA;NEIVA;2007;Jun;BRDEH;Bases Militares;2855,55;63;1;0;64;0;0;1;0;0
17;17662;CALDAS;SAMANç;2017;Dic;BRDEH;Comunidades;2718;0;0;0;0;0;1;0;0;0
19;19075;CAUCA;BALBOA;2018;Ago;CAMPA–A COLOMBIANA CONTRA MINAS;Comunidades;0;0;0;0;0;0;0;0;0;1
05;05660;ANTIOQUIA;SAN LUIS;2019;Feb;BRDEH;Comunidades;17858;6;0;0;6;0;0;1;0;0
05;05197;ANTIOQUIA;COCORNç;2014;Ago;BRDEH;Comunidades;0;0;0;0;0;0;0;0;0;1
50;50711;META;VISTAHERMOSA;2018;Jun;THE HALO TRUST;Comunidades;5312;0;0;0;0;2;0;1;0;0
86;86757;PUTUMAYO;SAN MIGUEL;2019;Feb;CAMPA–A COLOMBIANA CONTRA MINAS;Comunidades;0;0;0;0;0;0;0;0;1;1
73;73168;TOLIMA;CHAPARRAL;2018;Ene;THE HALO TRUST;Comunidades;0;0;0;0;0;18;0;0;0;0
86;86568;PUTUMAYO;PUERTO ASêS;2018;Oct;CAMPA–A COLOMBIANA CONTRA MINAS;Comunidades;0;1;0;0;1;2;0;0;0;0
86;86568;PUTUMAYO;PUERTO ASêS;2018;Mar;CAMPA–A COLOMBIANA CONTRA MINAS;Comunidades;0;1;0;3;4;1;0;0;0;0
17;17541;CALDAS;PENSILVANIA;2019;Ene;BRDEH;Comunidades;0;0;0;0;0;1;0;0;0;0
41;41078;HUILA;BARAYA;2018;Oct;BRDEH;Comunidades;0;0;0;0;0;0;0;0;0;1
68;68689;SANTANDER;SAN VICENTE DE CHUCURê;2013;Abr;BRDEH;Comunidades;2327;0;0;0;0;1;2;0;0;0
17;17541;CALDAS;PENSILVANIA;2018;May;BRDEH;Comunidades;0;0;0;0;0;0;0;0;1;1
05;05652;ANTIOQUIA;SAN FRANCISCO;2012;Oct;BRDEH;Comunidades;0;0;0;0;0;0;0;0;2;0
86;86568;PUTUMAYO;PUERTO ASêS;2018;Jul;CAMPA–A COLOMBIANA CONTRA MINAS;Comunidades;0;0;0;0;0;8;0;0;0;0
73;73168;TOLIMA;CHAPARRAL;2017;Sep;THE HALO TRUST;Comunidades;0;0;0;0;0;7;0;0;0;0
05;05148;ANTIOQUIA;CARMEN DE VIBORAL;2015;Ene;THE HALO TRUST;Comunidades;0;0;0;0;0;0;0;0;0;3
25;25178;CUNDINAMARCA;CHIPAQUE;2017;Ago;BRDEH;Comunidades;0;0;0;0;0;1;0;0;0;0
25;25580;CUNDINAMARCA;PULê;2018;May;BRDEH;Comunidades;0;0;0;0;0;5;0;0;0;0
15;15790;BOYACA;TASCO;2019;Jun;BRDEH;Comunidades;0;0;0;0;0;2;0;0;0;0
76;76520;VALLE DEL CAUCA;PALMIRA;2019;May;BRDEH;Comunidades;0;0;0;0;0;6;0;0;0;0
17;17662;CALDAS;SAMANç;2016;Jul;BRDEH;Comunidades;0;0;0;0;0;0;0;0;1;2
73;73555;TOLIMA;PLANADAS;2017;Abr;BRDEH;Comunidades;0;0;0;0;0;0;0;0;0;4
73;73675;TOLIMA;SAN ANTONIO;2019;May;BRDEH;Comunidades;0;0;1;0;1;3;0;0;0;0
13;13244;BOLIVAR;EL CARMEN DE BOLêVAR;2017;Oct;ARMADA NACIONAL;Comunidades;3025;0;0;0;0;2;1;0;0;0
18;18410;CAQUETA;MONTA„ITA;2017;Jul;BRDEH;Comunidades;0;2;0;0;2;3;0;0;0;0
18;18753;CAQUETA;SAN VICENTE DEL CAGUçN;2017;Nov;BRDEH;Comunidades;8651;0;0;0;0;0;1;1;0;0
85;85015;CASANARE;CHçMEZA;2017;Nov;BRDEH;Comunidades;0;0;0;0;0;4;0;0;0;0
86;86320;PUTUMAYO;ORITO;2019;Ene;BRDEH;Comunidades;0;0;0;0;0;1;0;0;0;0
52;52573;NARI„O;PUERRES;2019;Ago;THE HALO TRUST;Comunidades;0;0;0;0;0;2;0;0;0;0
73;73616;TOLIMA;RIOBLANCO;2017;Ene;THE HALO TRUST;Comunidades;0;0;0;0;0;0;0;0;1;0
05;05148;ANTIOQUIA;CARMEN DE VIBORAL;2017;Oct;THE HALO TRUST;Comunidades;0;0;0;0;0;3;0;0;0;0
68;68235;SANTANDER;EL CARMEN;2012;Jun;BRDEH;Comunidades;0;0;0;0;0;0;0;0;0;1
73;73616;TOLIMA;RIOBLANCO;2017;Nov;BRDEH;Comunidades;0;0;0;0;0;0;0;0;0;1
19;19110;CAUCA;BUENOS AIRES;2019;Jul;THE HALO TRUST;Comunidades;0;0;0;0;0;5;0;0;0;0
05;05652;ANTIOQUIA;SAN FRANCISCO;2009;May;BRDEH;Comunidades;0;0;0;0;0;0;0;0;1;0
13;13244;BOLIVAR;EL CARMEN DE BOLêVAR;2014;Jun;BRDEH;Comunidades;23000;0;0;0;0;10;1;0;0;0
05;05148;ANTIOQUIA;CARMEN DE VIBORAL;2016;Sep;THE HALO TRUST;Comunidades;20959;16;0;0;16;0;1;2;0;0
05;05652;ANTIOQUIA;SAN FRANCISCO;2010;Nov;BRDEH;Comunidades;0;0;0;0;0;0;0;0;0;3
18;18001;CAQUETA;FLORENCIA;2017;Abr;BRDEH;Comunidades;0;0;0;0;0;0;0;0;0;1
18;18094;CAQUETA;BELƒN DE LOS ANDAQUêES;2019;Mar;BRDEH;Comunidades;0;0;0;0;0;0;0;0;0;1
76;76113;VALLE DEL CAUCA;BUGALAGRANDE;2017;Dic;BRDEH;Comunidades;0;0;0;0;0;6;0;0;0;0
05;05313;ANTIOQUIA;GRANADA;2011;Nov;BRDEH;Comunidades;0;0;0;0;0;0;0;0;2;1
73;73555;TOLIMA;PLANADAS;2018;Abr;THE HALO TRUST;Comunidades;0;0;0;0;0;4;0;0;0;0
86;86865;PUTUMAYO;VALLE DEL GUAMUEZ;2018;Abr;BRDEH;Comunidades;0;0;0;0;0;2;0;0;0;0
68;68235;SANTANDER;EL CARMEN;2014;May;BRDEH;Comunidades;0;0;0;0;0;0;0;0;0;1
05;05660;ANTIOQUIA;SAN LUIS;2018;Ago;BRDEH;Comunidades;17455;0;0;0;0;0;2;0;0;0
19;19100;CAUCA;BOLêVAR;2019;May;BRDEH;Comunidades;0;0;0;0;0;1;0;0;0;0
86;86757;PUTUMAYO;SAN MIGUEL;2018;Oct;THE HALO TRUST;Comunidades;0;0;0;0;0;0;0;0;4;0
68;68235;SANTANDER;EL CARMEN;2015;Mar;BRDEH;Comunidades;2536;0;0;0;0;8;1;0;0;0
76;76520;VALLE DEL CAUCA;PALMIRA;2018;Jun;BRDEH;Comunidades;0;0;0;0;0;2;0;0;0;0
05;05002;ANTIOQUIA;ABEJORRAL;2015;Dic;THE HALO TRUST;Comunidades;0;0;0;0;0;10;0;0;0;0
50;50590;META;PUERTO RICO;2018;Ago;THE HALO TRUST;Comunidades;0;0;0;0;0;1;0;0;0;0
76;76520;VALLE DEL CAUCA;PALMIRA;2019;Mar;BRDEH;Comunidades;4804;0;0;0;0;3;1;0;0;0
50;50711;META;VISTAHERMOSA;2017;Jun;BRDEH;Comunidades;0;3;2;0;5;3;0;0;0;0
13;13654;BOLIVAR;SAN JACINTO;2016;Oct;ARMADA NACIONAL;Comunidades;0;0;0;0;0;1;0;0;0;0
19;19142;CAUCA;CALOTO;2018;Nov;HANDICAP INTERNATIONAL;Comunidades;0;0;0;0;0;0;0;0;0;2
05;05647;ANTIOQUIA;SAN ANDRƒS;2017;Sep;BRDEH;Comunidades;812;0;0;0;0;0;1;0;0;0
50;50683;META;SAN JUAN DE ARAMA;2017;Ene;THE HALO TRUST;Comunidades;18758;0;0;0;0;0;0;4;0;0
05;05756;ANTIOQUIA;SONSîN;2015;Mar;THE HALO TRUST;Comunidades;0;0;0;0;0;0;0;0;1;0
05;05649;ANTIOQUIA;SAN CARLOS;2017;May;BRDEH;Comunidades;0;0;0;0;0;0;0;0;0;1
05;05142;ANTIOQUIA;CARACOLê;2019;Ene;BRDEH;Comunidades;0;0;0;0;0;3;0;0;0;0
05;05361;ANTIOQUIA;ITUANGO;2019;Ene;BRDEH;Comunidades;12150;0;0;0;0;0;1;0;0;0
68;68689;SANTANDER;SAN VICENTE DE CHUCURê;2015;May;BRDEH;Comunidades;0;0;0;0;0;0;0;0;2;0
68;68235;SANTANDER;EL CARMEN;2012;Dic;BRDEH;Comunidades;606;0;0;0;0;1;1;0;0;0
68;68689;SANTANDER;SAN VICENTE DE CHUCURê;2015;Abr;BRDEH;Comunidades;0;0;0;0;0;0;0;0;1;0
52;52356;NARI„O;IPIALES;2018;Oct;THE HALO TRUST;Comunidades;0;0;0;0;0;0;0;0;0;1
05;05250;ANTIOQUIA;EL BAGRE;2006;Oct;BRDEH;Bases Militares;0;0;0;0;0;0;0;0;1;0
05;05483;ANTIOQUIA;NARI„O;2014;Nov;THE HALO TRUST;Comunidades;0;0;0;0;0;0;0;0;1;0
18;18753;CAQUETA;SAN VICENTE DEL CAGUçN;2018;Sep;HANDICAP INTERNATIONAL;Comunidades;0;0;0;3;3;1;0;0;0;0
68;68081;SANTANDER;BARRANCABERMEJA;2017;Abr;BRDEH;Comunidades;0;0;0;0;0;1;0;0;0;0
70;70508;SUCRE;OVEJAS;2017;Jun;ARMADA NACIONAL;Comunidades;0;2;0;0;2;1;0;0;0;0
05;05649;ANTIOQUIA;SAN CARLOS;2016;Jun;BRDEH;Comunidades;0;0;0;0;0;0;0;0;0;1
18;18247;CAQUETA;EL DONCELLO;2017;Nov;BRDEH;Comunidades;0;0;0;0;0;1;0;0;0;0
25;25258;CUNDINAMARCA;EL PE„îN;2018;Abr;BRDEH;Comunidades;0;0;0;0;0;1;0;0;0;0
17;17662;CALDAS;SAMANç;2010;Nov;BRDEH;Comunidades;0;0;0;0;0;0;0;0;4;0
17;17662;CALDAS;SAMANç;2014;Mar;BRDEH;Comunidades;0;0;0;0;0;0;0;0;2;2
25;25535;CUNDINAMARCA;PASCA;2018;May;BRDEH;Comunidades;0;0;0;0;0;2;0;0;0;0
05;05667;ANTIOQUIA;SAN RAFAEL;2016;Oct;THE HALO TRUST;Comunidades;1207;0;0;0;0;0;1;0;0;0
19;19701;CAUCA;SANTA ROSA;2019;Abr;BRDEH;Comunidades;0;0;0;0;0;1;0;0;0;0
19;19807;CAUCA;TIMBêO;2018;Abr;BRDEH;Comunidades;0;0;0;0;0;2;0;0;0;0
25;25394;CUNDINAMARCA;LA PALMA;2019;Feb;BRDEH;Comunidades;0;0;0;0;0;3;0;0;0;0
05;05313;ANTIOQUIA;GRANADA;2013;Jul;BRDEH;Comunidades;0;0;0;0;0;0;0;0;2;0
05;05055;ANTIOQUIA;ARGELIA;2018;Dic;THE HALO TRUST;Comunidades;2140;3;0;0;3;0;0;1;0;0
18;18592;CAQUETA;PUERTO RICO;2019;Abr;BRDEH;Comunidades;0;0;0;0;0;0;0;0;0;1
05;05649;ANTIOQUIA;SAN CARLOS;2011;Nov;BRDEH;Comunidades;15711;0;0;0;0;9;5;0;0;0
05;05660;ANTIOQUIA;SAN LUIS;2017;May;BRDEH;Comunidades;2136;4;0;0;4;2;0;1;0;0
66;66001;RISARALDA;PEREIRA;2018;Ago;BRDEH;Comunidades;0;0;0;0;0;3;0;0;0;0
05;05361;ANTIOQUIA;ITUANGO;2017;Dic;BRDEH;Comunidades;7587;13;1;1;15;0;1;1;0;0
13;13873;BOLIVAR;VILLANUEVA;2016;Nov;ARMADA NACIONAL;Comunidades;0;0;0;0;0;2;0;0;0;0
41;41396;HUILA;LA PLATA;2018;Oct;BRDEH;Comunidades;0;0;0;0;0;11;0;0;0;0
05;05649;ANTIOQUIA;SAN CARLOS;2010;Oct;BRDEH;Comunidades;4345;0;0;0;0;3;2;0;0;0
17;17662;CALDAS;SAMANç;2012;Jul;BRDEH;Comunidades;5930;0;0;0;0;8;6;0;0;0
50;50270;META;EL DORADO;2009;Sep;BRDEH;Comunidades;0;0;0;0;0;0;0;0;2;0
17;17662;CALDAS;SAMANç;2017;Feb;BRDEH;Comunidades;0;0;0;0;0;2;0;0;0;0
25;25339;CUNDINAMARCA;GUTIƒRREZ;2019;Feb;BRDEH;Comunidades;0;0;0;0;0;7;0;0;0;0
13;13894;BOLIVAR;ZAMBRANO;2016;Abr;ARMADA NACIONAL;Comunidades;0;1;0;0;1;1;0;0;0;0
41;41378;HUILA;LA ARGENTINA;2018;Oct;BRDEH;Comunidades;0;0;0;0;0;1;0;0;0;0
50;50711;META;VISTAHERMOSA;2017;Ago;HANDICAP INTERNATIONAL;Comunidades;0;0;0;0;0;0;0;0;1;0
73;73168;TOLIMA;CHAPARRAL;2017;Dic;BRDEH;Comunidades;0;0;0;0;0;0;0;0;0;1
50;50590;META;PUERTO RICO;2018;Nov;THE HALO TRUST;Comunidades;0;1;0;0;1;4;0;0;0;0
05;05667;ANTIOQUIA;SAN RAFAEL;2018;Feb;THE HALO TRUST;Comunidades;3400;0;0;0;0;0;0;1;0;0
18;18610;CAQUETA;SAN JOSƒ DEL FRAGUA;2018;Jun;BRDEH;Comunidades;0;0;0;0;0;1;0;0;0;0
73;73555;TOLIMA;PLANADAS;2017;Oct;THE HALO TRUST;Comunidades;0;0;0;0;0;0;0;0;0;1
68;68655;SANTANDER;SABANA DE TORRES;2016;Mar;BRDEH;Comunidades;0;0;0;0;0;0;0;0;1;0
13;13244;BOLIVAR;EL CARMEN DE BOLêVAR;2013;May;BRDEH;Comunidades;9058;1;0;0;1;0;1;1;0;0
05;05483;ANTIOQUIA;NARI„O;2015;Feb;THE HALO TRUST;Comunidades;0;0;0;0;0;0;0;0;0;1
13;13244;BOLIVAR;EL CARMEN DE BOLêVAR;2013;Abr;BRDEH;Comunidades;18456;3;0;0;3;3;2;2;0;0
50;50400;META;LEJANêAS;2018;Abr;THE HALO TRUST;Comunidades;0;0;0;0;0;1;0;0;0;0
05;05206;ANTIOQUIA;CONCEPCIîN;2017;Jun;BRDEH;Comunidades;0;0;0;0;0;0;0;0;1;0
18;18001;CAQUETA;FLORENCIA;2017;Nov;BRDEH;Comunidades;0;0;0;0;0;0;0;0;1;0
05;05483;ANTIOQUIA;NARI„O;2014;Jun;THE HALO TRUST;Comunidades;2942;0;0;0;0;7;0;2;0;0
76;76233;VALLE DEL CAUCA;DAGUA;2009;Dic;BRDEH;Bases Militares;4245,19;86;0;0;86;0;0;1;0;0
50;50450;META;PUERTO CONCORDIA;2019;Abr;BRDEH;Comunidades;0;0;0;0;0;1;0;0;0;0
50;50590;META;PUERTO RICO;2018;Oct;THE HALO TRUST;Comunidades;0;0;0;0;0;2;0;0;0;0
05;05002;ANTIOQUIA;ABEJORRAL;2015;Sep;THE HALO TRUST;Comunidades;0;0;0;0;0;4;0;0;0;0
52;52405;NARI„O;LEIVA;2018;Jun;PERIGEO;Comunidades;0;0;0;0;0;0;0;0;1;0
13;13212;BOLIVAR;CîRDOBA;2017;Feb;ARMADA NACIONAL;Comunidades;0;0;0;0;0;1;0;0;0;0
18;18610;CAQUETA;SAN JOSƒ DEL FRAGUA;2018;Jun;DDG;Comunidades;0;0;0;0;0;1;0;0;0;0
05;05652;ANTIOQUIA;SAN FRANCISCO;2011;Ago;BRDEH;Comunidades;0;0;0;0;0;0;0;0;2;0
73;73616;TOLIMA;RIOBLANCO;2017;Dic;BRDEH;Comunidades;2177;3;0;0;3;0;0;1;0;0
05;05652;ANTIOQUIA;SAN FRANCISCO;2013;Sep;BRDEH;Comunidades;14806;3;0;0;3;0;2;3;0;0
17;17662;CALDAS;SAMANç;2013;Sep;BRDEH;Comunidades;1570;1;0;0;1;1;1;0;0;0
05;05021;ANTIOQUIA;ALEJANDRêA;2018;May;BRDEH;Comunidades;0;0;0;0;0;0;0;0;0;1
73;73555;TOLIMA;PLANADAS;2017;Nov;BRDEH;Comunidades;0;0;0;0;0;0;0;0;0;1
18;18610;CAQUETA;SAN JOSƒ DEL FRAGUA;2018;Jul;BRDEH;Comunidades;0;0;0;0;0;1;0;0;0;0
05;05313;ANTIOQUIA;GRANADA;2015;Oct;BRDEH;Comunidades;23014;12;0;0;12;3;4;4;0;0
50;50683;META;SAN JUAN DE ARAMA;2018;Nov;AYUDA POPULAR NORUEGA;Comunidades;0;0;0;0;0;1;0;0;0;0
13;13244;BOLIVAR;EL CARMEN DE BOLêVAR;2014;Feb;BRDEH;Comunidades;0;0;0;0;0;0;0;0;2;3
41;41016;HUILA;AIPE;2019;Sep;BRDEH;Comunidades;0;1;0;0;1;2;0;0;0;0
50;50400;META;LEJANêAS;2017;Abr;THE HALO TRUST;Comunidades;0;0;0;0;0;2;0;0;0;0
05;05021;ANTIOQUIA;ALEJANDRêA;2017;Sep;BRDEH;Comunidades;0;0;0;0;0;0;0;0;1;0
17;17662;CALDAS;SAMANç;2012;Oct;BRDEH;Comunidades;0;0;0;0;0;0;0;0;4;1
05;05206;ANTIOQUIA;CONCEPCIîN;2017;Jul;BRDEH;Comunidades;0;0;0;0;0;0;0;0;1;0
17;17662;CALDAS;SAMANç;2010;Sep;BRDEH;Comunidades;975,6;2;0;0;2;0;3;0;0;0
13;13894;BOLIVAR;ZAMBRANO;2011;Sep;BRDEH;Comunidades;1683;0;0;0;0;0;1;0;0;0
73;73616;TOLIMA;RIOBLANCO;2018;Jun;BRDEH;Comunidades;0;0;0;0;0;1;0;0;0;0
05;05660;ANTIOQUIA;SAN LUIS;2016;Feb;BRDEH;Comunidades;0;3;0;4;7;4;0;0;0;0
19;19455;CAUCA;MIRANDA;2017;Ago;THE HALO TRUST;Comunidades;0;0;7;2;9;2;0;0;0;0
05;05649;ANTIOQUIA;SAN CARLOS;2017;Abr;BRDEH;Comunidades;6605;2;0;0;2;0;0;2;0;0
68;68235;SANTANDER;EL CARMEN;2018;Abr;BRDEH;Comunidades;0;0;0;0;0;1;0;0;0;0
17;17541;CALDAS;PENSILVANIA;2018;May;BRDEH;Comunidades;0;0;0;0;0;15;0;0;0;0
05;05674;ANTIOQUIA;SAN VICENTE;2017;Dic;BRDEH;Comunidades;0;0;0;0;0;1;0;0;0;0
50;50577;META;PUERTO LLERAS;2018;Ago;AYUDA POPULAR NORUEGA;Comunidades;0;0;0;0;0;0;0;0;0;1
05;05002;ANTIOQUIA;ABEJORRAL;2019;May;THE HALO TRUST;Comunidades;1385;3;0;0;3;1;0;1;0;0
13;13244;BOLIVAR;EL CARMEN DE BOLêVAR;2016;Jun;ARMADA NACIONAL;Comunidades;2140;0;0;0;0;2;1;0;0;0
70;70204;SUCRE;COLOSî;2019;Feb;ARMADA NACIONAL;Comunidades;0;0;0;0;0;0;0;0;0;1
76;76563;VALLE DEL CAUCA;PRADERA;2017;Jul;THE HALO TRUST;Comunidades;0;0;2;0;2;2;0;0;0;0
50;50711;META;VISTAHERMOSA;2010;Feb;BRDEH;Comunidades;2780;2;3;0;5;0;1;1;0;0
50;50711;META;VISTAHERMOSA;2018;Feb;HANDICAP INTERNATIONAL;Comunidades;4268;0;0;0;0;0;0;1;0;0
05;05667;ANTIOQUIA;SAN RAFAEL;2015;Jun;THE HALO TRUST;Comunidades;0;0;0;0;0;11;0;0;0;0
17;17662;CALDAS;SAMANç;2018;Mar;BRDEH;Comunidades;2030;1;0;0;1;0;0;1;0;0
05;05055;ANTIOQUIA;ARGELIA;2018;Nov;THE HALO TRUST;Comunidades;5312;5;0;0;5;0;0;1;0;0
05;05148;ANTIOQUIA;CARMEN DE VIBORAL;2014;Oct;THE HALO TRUST;Comunidades;0;0;0;0;0;7;0;0;0;0
73;73168;TOLIMA;CHAPARRAL;2019;Abr;BRDEH;Comunidades;0;0;0;0;0;0;0;0;1;1
13;13244;BOLIVAR;EL CARMEN DE BOLêVAR;2018;Sep;ARMADA NACIONAL;Comunidades;9044;0;0;0;0;3;0;1;0;0
68;68235;SANTANDER;EL CARMEN;2014;Mar;BRDEH;Comunidades;0;0;0;0;0;12;0;0;0;0
05;05649;ANTIOQUIA;SAN CARLOS;2017;Ago;BRDEH;Comunidades;0;0;0;0;0;0;0;0;0;2
86;86001;PUTUMAYO;MOCOA;2018;Ago;BRDEH;Comunidades;0;0;0;0;0;3;0;0;0;0
